ip_core,access,address_raw,address_value,byte_offset,address_scale,name,description,notes,source_workbook,source_sheet,source_row
AD7606_HELM,read,0x1,1,4,4,舵1反馈,"低16位有效，高16位为0；
采样值为原始数据，通过公式换算为电压值；
公式：①电压值 = 原始数据值（有符号）/ 65536 * 10；量程为-5 ~ 5；
      ②电压值 = 原始数据值（有符号）/ 65536 * 20；量程为-10 ~ 10；
本设计为公式①。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,13
AD7606_HELM,read,0x2,2,8,4,舵2反馈,"低16位有效，高16位为0；
采样值为原始数据，通过公式换算为电压值；
公式：①电压值 = 原始数据值（有符号）/ 65536 * 10；量程为-5 ~ 5；
      ②电压值 = 原始数据值（有符号）/ 65536 * 20；量程为-10 ~ 10；
本设计为公式①。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,14
AD7606_HELM,read,0x3,3,12,4,舵3反馈,"低16位有效，高16位为0；
采样值为原始数据，通过公式换算为电压值；
公式：①电压值 = 原始数据值（有符号）/ 65536 * 10；量程为-5 ~ 5；
      ②电压值 = 原始数据值（有符号）/ 65536 * 20；量程为-10 ~ 10；
本设计为公式①。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,15
AD7606_HELM,read,0x4,4,16,4,舵4反馈,"低16位有效，高16位为0；
采样值为原始数据，通过公式换算为电压值；
公式：①电压值 = 原始数据值（有符号）/ 65536 * 10；量程为-5 ~ 5；
      ②电压值 = 原始数据值（有符号）/ 65536 * 20；量程为-10 ~ 10；
本设计为公式①。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,16
AD7606_HELM,read,0x5,5,20,4,其他电压1,"低16位有效，高16位为0；
采样值为原始数据，通过公式换算为电压值；
公式：①电压值 = 原始数据值（有符号）/ 65536 * 10；量程为-5 ~ 5；
      ②电压值 = 原始数据值（有符号）/ 65536 * 20；量程为-10 ~ 10；
本设计为公式①。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,17
AD7606_HELM,read,0x6,6,24,4,其他电压2,"低16位有效，高16位为0；
采样值为原始数据，通过公式换算为电压值；
公式：①电压值 = 原始数据值（有符号）/ 65536 * 10；量程为-5 ~ 5；
      ②电压值 = 原始数据值（有符号）/ 65536 * 20；量程为-10 ~ 10；
本设计为公式①。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,18
AD7606_HELM,read,0x7,7,28,4,其他电压3,"低16位有效，高16位为0；
采样值为原始数据，通过公式换算为电压值；
公式：①电压值 = 原始数据值（有符号）/ 65536 * 10；量程为-5 ~ 5；
      ②电压值 = 原始数据值（有符号）/ 65536 * 20；量程为-10 ~ 10；
本设计为公式①。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,19
AD7606_HELM,read,0x8,8,32,4,其他电压4,"低16位有效，高16位为0；
采样值为原始数据，通过公式换算为电压值；
公式：①电压值 = 原始数据值（有符号）/ 65536 * 10；量程为-5 ~ 5；
      ②电压值 = 原始数据值（有符号）/ 65536 * 20；量程为-10 ~ 10；
本设计为公式①。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,20
AD7606_HELM,read,0x9,9,36,4,AD采集使能控制寄存器,"低1位有效，高31位为0；
1：使能；0：关闭；",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,21
AD7606_HELM,read,0xA,10,40,4,采集数据滤波控制寄存器,"低1位有效，高31位为0；
1：开启滤波；0：关闭滤波；",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,22
AD7606_HELM,read,0xB,11,44,4,AD7606过采样选择寄存器,"低3位有效，高29位为0；
回读。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,23
AD7606_HELM,read,0xC,12,48,4,AD7606时钟周期配置,"低8位有效，高24位为0；
回读。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,24
AD7606_HELM,read,0xD,13,52,4,AD7606转换低电平保持时间配置,"低8位有效，高24位为0；
回读。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,25
AD7606_HELM,read,0xE,14,56,4,AD7606等待转换完成时间配置,"低8位有效，高24位为0；
回读。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,26
AD7606_HELM,read,0xF,15,60,4,AD7606芯片复位时间配置,"低8位有效，高24位为0；
回读。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,27
AD7606_HELM,read,0x10,16,64,4,AD7606使能采集计数配置（解算周期采集8次）,"低16位有效，高16位为0；
回读。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,28
AD7606_HELM,read,0x11,17,68,4,AD通道选择配置,"32位有效；
回读。",,AD7606_HELM IP核通用型地址分配表（公开） .xlsx,Sheet1,29
